Year,Quarter,Type of application,Category of leave,Industry,Applications
2017,2017 Q4,Visa,Temporary Worker (Previously Tier 5),Activities of households as employers; production activities of household for own use,3
2017,2017 Q4,Visa,Temporary Worker (Previously Tier 5),Activities of extraterritorial organisations and bodies,68
2017,2017 Q4,Extensions of stay,Worker (Previously Tier 2),"Agriculture, Forestry and Fishing",4
2017,2017 Q4,Extensions of stay,Worker (Previously Tier 2),Mining and Quarrying,43
2017,2017 Q4,Extensions of stay,Worker (Previously Tier 2),Manufacturing,326
2017,2017 Q4,Extensions of stay,Worker (Previously Tier 2),"Electricity, gas, steam and air conditioning supply",36
2017,2017 Q4,Extensions of stay,Worker (Previously Tier 2),"Water supply; sewerage, waste management and remediation activities",5
2017,2017 Q4,Extensions of stay,Worker (Previously Tier 2),Construction,99
2017,2017 Q4,Extensions of stay,Worker (Previously Tier 2),Wholesale and retail trade; repair of motor vehicles and motorcycles,153
2017,2017 Q4,Extensions of stay,Worker (Previously Tier 2),Transportation and Storage,49
2017,2017 Q4,Extensions of stay,Worker (Previously Tier 2),Accommodation and Food Service Activities,83
2017,2017 Q4,Extensions of stay,Worker (Previously Tier 2),Information and Communications,"1,526"
2017,2017 Q4,Extensions of stay,Worker (Previously Tier 2),Financial and Insurance Activities,"1,013"
2017,2017 Q4,Extensions of stay,Worker (Previously Tier 2),Real estate activities,39
2017,2017 Q4,Extensions of stay,Worker (Previously Tier 2),"Professional, Scientific and Technical Activities","1,435"
2017,2017 Q4,Extensions of stay,Worker (Previously Tier 2),Administrative and support service activities,116
2017,2017 Q4,Extensions of stay,Worker (Previously Tier 2),Public administration and defence; compulsory social security,32
2017,2017 Q4,Extensions of stay,Worker (Previously Tier 2),Education,"1,232"
2017,2017 Q4,Extensions of stay,Worker (Previously Tier 2),Human Health and Social Work Activities,"1,219"
2017,2017 Q4,Extensions of stay,Worker (Previously Tier 2),"Arts, Entertainment and Recreation",123
2017,2017 Q4,Extensions of stay,Worker (Previously Tier 2),Other Service Activities,94
2017,2017 Q4,Extensions of stay,Worker (Previously Tier 2),Activities of extraterritorial organisations and bodies,2
2017,2017 Q4,Extensions of stay,Temporary Worker (Previously Tier 5),Accommodation and Food Service Activities,3
2017,2017 Q4,Extensions of stay,Temporary Worker (Previously Tier 5),Information and Communications,3
2017,2017 Q4,Extensions of stay,Temporary Worker (Previously Tier 5),"Professional, Scientific and Technical Activities",11
2017,2017 Q4,Extensions of stay,Temporary Worker (Previously Tier 5),Administrative and support service activities,34
2017,2017 Q4,Extensions of stay,Temporary Worker (Previously Tier 5),Education,81
2017,2017 Q4,Extensions of stay,Temporary Worker (Previously Tier 5),Human Health and Social Work Activities,5
2017,2017 Q4,Extensions of stay,Temporary Worker (Previously Tier 5),"Arts, Entertainment and Recreation",29
2017,2017 Q4,Extensions of stay,Temporary Worker (Previously Tier 5),Other Service Activities,7
2017,2017 Q4,Extensions of stay,Temporary Worker (Previously Tier 5),Activities of households as employers; production activities of household for own use,4
2017,2017 Q4,Extensions of stay,Temporary Worker (Previously Tier 5),Activities of extraterritorial organisations and bodies,26
2018,2018 Q1,Visa,Worker (Previously Tier 2),"Agriculture, Forestry and Fishing",3
2018,2018 Q1,Visa,Worker (Previously Tier 2),Mining and Quarrying,166
2018,2018 Q1,Visa,Worker (Previously Tier 2),Manufacturing,666
2018,2018 Q1,Visa,Worker (Previously Tier 2),"Electricity, gas, steam and air conditioning supply",33
2018,2018 Q1,Visa,Worker (Previously Tier 2),"Water supply; sewerage, waste management and remediation activities",3
2018,2018 Q1,Visa,Worker (Previously Tier 2),Construction,81
2018,2018 Q1,Visa,Worker (Previously Tier 2),Wholesale and retail trade; repair of motor vehicles and motorcycles,178
2018,2018 Q1,Visa,Worker (Previously Tier 2),Transportation and Storage,93
2018,2018 Q1,Visa,Worker (Previously Tier 2),Accommodation and Food Service Activities,54
2018,2018 Q1,Visa,Worker (Previously Tier 2),Information and Communications,"5,241"
2018,2018 Q1,Visa,Worker (Previously Tier 2),Financial and Insurance Activities,"1,342"
2018,2018 Q1,Visa,Worker (Previously Tier 2),Real estate activities,25
2018,2018 Q1,Visa,Worker (Previously Tier 2),"Professional, Scientific and Technical Activities","2,215"
2018,2018 Q1,Visa,Worker (Previously Tier 2),Administrative and support service activities,115
2018,2018 Q1,Visa,Worker (Previously Tier 2),Public administration and defence; compulsory social security,29
2018,2018 Q1,Visa,Worker (Previously Tier 2),Education,592
2018,2018 Q1,Visa,Worker (Previously Tier 2),Human Health and Social Work Activities,"1,974"
2018,2018 Q1,Visa,Worker (Previously Tier 2),"Arts, Entertainment and Recreation",198
2018,2018 Q1,Visa,Worker (Previously Tier 2),Other Service Activities,96
2018,2018 Q1,Visa,Worker (Previously Tier 2),Activities of extraterritorial organisations and bodies,2
2018,2018 Q1,Visa,Temporary Worker (Previously Tier 5),"Agriculture, Forestry and Fishing",3
2018,2018 Q1,Visa,Temporary Worker (Previously Tier 5),Manufacturing,80
2018,2018 Q1,Visa,Temporary Worker (Previously Tier 5),Wholesale and retail trade; repair of motor vehicles and motorcycles,88
2018,2018 Q1,Visa,Temporary Worker (Previously Tier 5),Accommodation and Food Service Activities,60
2018,2018 Q1,Visa,Temporary Worker (Previously Tier 5),Information and Communications,174
2018,2018 Q1,Visa,Temporary Worker (Previously Tier 5),Financial and Insurance Activities,4
2018,2018 Q1,Visa,Temporary Worker (Previously Tier 5),Real estate activities,2
2018,2018 Q1,Visa,Temporary Worker (Previously Tier 5),"Professional, Scientific and Technical Activities",127
2018,2018 Q1,Visa,Temporary Worker (Previously Tier 5),Administrative and support service activities,645
2018,2018 Q1,Visa,Temporary Worker (Previously Tier 5),Public administration and defence; compulsory social security,18
2018,2018 Q1,Visa,Temporary Worker (Previously Tier 5),Education,875
2018,2018 Q1,Visa,Temporary Worker (Previously Tier 5),Human Health and Social Work Activities,312
2018,2018 Q1,Visa,Temporary Worker (Previously Tier 5),"Arts, Entertainment and Recreation","6,468"
2018,2018 Q1,Visa,Temporary Worker (Previously Tier 5),Other Service Activities,448
2018,2018 Q1,Visa,Temporary Worker (Previously Tier 5),Activities of households as employers; production activities of household for own use,9
2018,2018 Q1,Visa,Temporary Worker (Previously Tier 5),Activities of extraterritorial organisations and bodies,79
2018,2018 Q1,Extensions of stay,Worker (Previously Tier 2),Mining and Quarrying,59
2018,2018 Q1,Extensions of stay,Worker (Previously Tier 2),Manufacturing,349
2018,2018 Q1,Extensions of stay,Worker (Previously Tier 2),"Electricity, gas, steam and air conditioning supply",31
2018,2018 Q1,Extensions of stay,Worker (Previously Tier 2),"Water supply; sewerage, waste management and remediation activities",6
2018,2018 Q1,Extensions of stay,Worker (Previously Tier 2),Construction,93
2018,2018 Q1,Extensions of stay,Worker (Previously Tier 2),Wholesale and retail trade; repair of motor vehicles and motorcycles,128
2018,2018 Q1,Extensions of stay,Worker (Previously Tier 2),Transportation and Storage,57
2018,2018 Q1,Extensions of stay,Worker (Previously Tier 2),Accommodation and Food Service Activities,75
2018,2018 Q1,Extensions of stay,Worker (Previously Tier 2),Information and Communications,"1,682"
2018,2018 Q1,Extensions of stay,Worker (Previously Tier 2),Financial and Insurance Activities,953
2018,2018 Q1,Extensions of stay,Worker (Previously Tier 2),Real estate activities,39
2018,2018 Q1,Extensions of stay,Worker (Previously Tier 2),"Professional, Scientific and Technical Activities","1,460"
2018,2018 Q1,Extensions of stay,Worker (Previously Tier 2),Administrative and support service activities,136
2018,2018 Q1,Extensions of stay,Worker (Previously Tier 2),Public administration and defence; compulsory social security,30
2018,2018 Q1,Extensions of stay,Worker (Previously Tier 2),Education,"1,114"
2018,2018 Q1,Extensions of stay,Worker (Previously Tier 2),Human Health and Social Work Activities,"1,396"
2018,2018 Q1,Extensions of stay,Worker (Previously Tier 2),"Arts, Entertainment and Recreation",167
2018,2018 Q1,Extensions of stay,Worker (Previously Tier 2),Other Service Activities,80
2018,2018 Q1,Extensions of stay,Worker (Previously Tier 2),Activities of households as employers; production activities of household for own use,1
2018,2018 Q1,Extensions of stay,Worker (Previously Tier 2),Activities of extraterritorial organisations and bodies,3
2018,2018 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),Wholesale and retail trade; repair of motor vehicles and motorcycles,2
2018,2018 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),Accommodation and Food Service Activities,1
2018,2018 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),Information and Communications,1
2018,2018 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),"Professional, Scientific and Technical Activities",8
2018,2018 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),Administrative and support service activities,37
2018,2018 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),Public administration and defence; compulsory social security,3
2018,2018 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),Education,65
2018,2018 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),Human Health and Social Work Activities,16
2018,2018 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),"Arts, Entertainment and Recreation",43
2018,2018 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),Other Service Activities,15
2018,2018 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),Activities of households as employers; production activities of household for own use,4
2018,2018 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),Activities of extraterritorial organisations and bodies,31
2018,2018 Q2,Visa,Worker (Previously Tier 2),"Agriculture, Forestry and Fishing",8
2018,2018 Q2,Visa,Worker (Previously Tier 2),Mining and Quarrying,142
2018,2018 Q2,Visa,Worker (Previously Tier 2),Manufacturing,636
2018,2018 Q2,Visa,Worker (Previously Tier 2),"Electricity, gas, steam and air conditioning supply",32
2018,2018 Q2,Visa,Worker (Previously Tier 2),"Water supply; sewerage, waste management and remediation activities",3
2018,2018 Q2,Visa,Worker (Previously Tier 2),Construction,119
2018,2018 Q2,Visa,Worker (Previously Tier 2),Wholesale and retail trade; repair of motor vehicles and motorcycles,149
2018,2018 Q2,Visa,Worker (Previously Tier 2),Transportation and Storage,104
2018,2018 Q2,Visa,Worker (Previously Tier 2),Accommodation and Food Service Activities,64
2018,2018 Q2,Visa,Worker (Previously Tier 2),Information and Communications,"5,665"
2018,2018 Q2,Visa,Worker (Previously Tier 2),Financial and Insurance Activities,"1,692"
2018,2018 Q2,Visa,Worker (Previously Tier 2),Real estate activities,34
2018,2018 Q2,Visa,Worker (Previously Tier 2),"Professional, Scientific and Technical Activities","2,151"
2018,2018 Q2,Visa,Worker (Previously Tier 2),Administrative and support service activities,112
2018,2018 Q2,Visa,Worker (Previously Tier 2),Public administration and defence; compulsory social security,35
2018,2018 Q2,Visa,Worker (Previously Tier 2),Education,664
2018,2018 Q2,Visa,Worker (Previously Tier 2),Human Health and Social Work Activities,"1,882"
2018,2018 Q2,Visa,Worker (Previously Tier 2),"Arts, Entertainment and Recreation",225
2018,2018 Q2,Visa,Worker (Previously Tier 2),Other Service Activities,126
2018,2018 Q2,Visa,Worker (Previously Tier 2),Activities of extraterritorial organisations and bodies,6
2018,2018 Q2,Visa,Temporary Worker (Previously Tier 5),"Agriculture, Forestry and Fishing",4
2018,2018 Q2,Visa,Temporary Worker (Previously Tier 5),Manufacturing,38
2018,2018 Q2,Visa,Temporary Worker (Previously Tier 5),Wholesale and retail trade; repair of motor vehicles and motorcycles,95
2018,2018 Q2,Visa,Temporary Worker (Previously Tier 5),Accommodation and Food Service Activities,70
2018,2018 Q2,Visa,Temporary Worker (Previously Tier 5),Information and Communications,225
2018,2018 Q2,Visa,Temporary Worker (Previously Tier 5),Financial and Insurance Activities,2
2018,2018 Q2,Visa,Temporary Worker (Previously Tier 5),"Professional, Scientific and Technical Activities",322
2018,2018 Q2,Visa,Temporary Worker (Previously Tier 5),Administrative and support service activities,989
2018,2018 Q2,Visa,Temporary Worker (Previously Tier 5),Public administration and defence; compulsory social security,20
2018,2018 Q2,Visa,Temporary Worker (Previously Tier 5),Education,"1,710"
2018,2018 Q2,Visa,Temporary Worker (Previously Tier 5),Human Health and Social Work Activities,337
2018,2018 Q2,Visa,Temporary Worker (Previously Tier 5),"Arts, Entertainment and Recreation","9,965"
2018,2018 Q2,Visa,Temporary Worker (Previously Tier 5),Other Service Activities,583
2018,2018 Q2,Visa,Temporary Worker (Previously Tier 5),Activities of households as employers; production activities of household for own use,11
2018,2018 Q2,Visa,Temporary Worker (Previously Tier 5),Activities of extraterritorial organisations and bodies,116
2018,2018 Q2,Extensions of stay,Worker (Previously Tier 2),"Agriculture, Forestry and Fishing",5
2018,2018 Q2,Extensions of stay,Worker (Previously Tier 2),Mining and Quarrying,50
2018,2018 Q2,Extensions of stay,Worker (Previously Tier 2),Manufacturing,285
2018,2018 Q2,Extensions of stay,Worker (Previously Tier 2),"Electricity, gas, steam and air conditioning supply",25
2018,2018 Q2,Extensions of stay,Worker (Previously Tier 2),"Water supply; sewerage, waste management and remediation activities",5
2018,2018 Q2,Extensions of stay,Worker (Previously Tier 2),Construction,72
2018,2018 Q2,Extensions of stay,Worker (Previously Tier 2),Wholesale and retail trade; repair of motor vehicles and motorcycles,97
2018,2018 Q2,Extensions of stay,Worker (Previously Tier 2),Transportation and Storage,41
2018,2018 Q2,Extensions of stay,Worker (Previously Tier 2),Accommodation and Food Service Activities,72
2018,2018 Q2,Extensions of stay,Worker (Previously Tier 2),Information and Communications,"1,810"
2018,2018 Q2,Extensions of stay,Worker (Previously Tier 2),Financial and Insurance Activities,907
2018,2018 Q2,Extensions of stay,Worker (Previously Tier 2),Real estate activities,34
2018,2018 Q2,Extensions of stay,Worker (Previously Tier 2),"Professional, Scientific and Technical Activities","1,104"
2018,2018 Q2,Extensions of stay,Worker (Previously Tier 2),Administrative and support service activities,69
2018,2018 Q2,Extensions of stay,Worker (Previously Tier 2),Public administration and defence; compulsory social security,21
2018,2018 Q2,Extensions of stay,Worker (Previously Tier 2),Education,"1,051"
2018,2018 Q2,Extensions of stay,Worker (Previously Tier 2),Human Health and Social Work Activities,"1,340"
2018,2018 Q2,Extensions of stay,Worker (Previously Tier 2),"Arts, Entertainment and Recreation",160
2018,2018 Q2,Extensions of stay,Worker (Previously Tier 2),Other Service Activities,72
2018,2018 Q2,Extensions of stay,Worker (Previously Tier 2),Activities of extraterritorial organisations and bodies,1
2018,2018 Q2,Extensions of stay,Temporary Worker (Previously Tier 5),Information and Communications,3
2018,2018 Q2,Extensions of stay,Temporary Worker (Previously Tier 5),Financial and Insurance Activities,2
2018,2018 Q2,Extensions of stay,Temporary Worker (Previously Tier 5),"Professional, Scientific and Technical Activities",9
2018,2018 Q2,Extensions of stay,Temporary Worker (Previously Tier 5),Administrative and support service activities,10
2018,2018 Q2,Extensions of stay,Temporary Worker (Previously Tier 5),Education,34
2018,2018 Q2,Extensions of stay,Temporary Worker (Previously Tier 5),Human Health and Social Work Activities,7
2018,2018 Q2,Extensions of stay,Temporary Worker (Previously Tier 5),"Arts, Entertainment and Recreation",25
2018,2018 Q2,Extensions of stay,Temporary Worker (Previously Tier 5),Other Service Activities,7
2018,2018 Q2,Extensions of stay,Temporary Worker (Previously Tier 5),Activities of households as employers; production activities of household for own use,4
2018,2018 Q2,Extensions of stay,Temporary Worker (Previously Tier 5),Activities of extraterritorial organisations and bodies,25
2018,2018 Q3,Visa,Worker (Previously Tier 2),"Agriculture, Forestry and Fishing",8
2018,2018 Q3,Visa,Worker (Previously Tier 2),Mining and Quarrying,152
2018,2018 Q3,Visa,Worker (Previously Tier 2),Manufacturing,590
2018,2018 Q3,Visa,Worker (Previously Tier 2),"Electricity, gas, steam and air conditioning supply",58
2018,2018 Q3,Visa,Worker (Previously Tier 2),"Water supply; sewerage, waste management and remediation activities",6
2018,2018 Q3,Visa,Worker (Previously Tier 2),Construction,126
2018,2018 Q3,Visa,Worker (Previously Tier 2),Wholesale and retail trade; repair of motor vehicles and motorcycles,204
2018,2018 Q3,Visa,Worker (Previously Tier 2),Transportation and Storage,123
2018,2018 Q3,Visa,Worker (Previously Tier 2),Accommodation and Food Service Activities,69
2018,2018 Q3,Visa,Worker (Previously Tier 2),Information and Communications,"5,762"
2018,2018 Q3,Visa,Worker (Previously Tier 2),Financial and Insurance Activities,"2,105"
2018,2018 Q3,Visa,Worker (Previously Tier 2),Real estate activities,51
2018,2018 Q3,Visa,Worker (Previously Tier 2),"Professional, Scientific and Technical Activities","2,546"
2018,2018 Q3,Visa,Worker (Previously Tier 2),Administrative and support service activities,157
2018,2018 Q3,Visa,Worker (Previously Tier 2),Public administration and defence; compulsory social security,72
2018,2018 Q3,Visa,Worker (Previously Tier 2),Education,"1,273"
2018,2018 Q3,Visa,Worker (Previously Tier 2),Human Health and Social Work Activities,"3,243"
2018,2018 Q3,Visa,Worker (Previously Tier 2),"Arts, Entertainment and Recreation",269
2018,2018 Q3,Visa,Worker (Previously Tier 2),Other Service Activities,175
2018,2018 Q3,Visa,Worker (Previously Tier 2),Activities of households as employers; production activities of household for own use,1
2018,2018 Q3,Visa,Worker (Previously Tier 2),Activities of extraterritorial organisations and bodies,3
2018,2018 Q3,Visa,Temporary Worker (Previously Tier 5),"Agriculture, Forestry and Fishing",1
2018,2018 Q3,Visa,Temporary Worker (Previously Tier 5),Manufacturing,25
2018,2018 Q3,Visa,Temporary Worker (Previously Tier 5),"Electricity, gas, steam and air conditioning supply",1
2018,2018 Q3,Visa,Temporary Worker (Previously Tier 5),Wholesale and retail trade; repair of motor vehicles and motorcycles,96
2018,2018 Q3,Visa,Temporary Worker (Previously Tier 5),Accommodation and Food Service Activities,76
2018,2018 Q3,Visa,Temporary Worker (Previously Tier 5),Information and Communications,206
2018,2018 Q3,Visa,Temporary Worker (Previously Tier 5),Financial and Insurance Activities,3
2018,2018 Q3,Visa,Temporary Worker (Previously Tier 5),"Professional, Scientific and Technical Activities",110
2018,2018 Q3,Visa,Temporary Worker (Previously Tier 5),Administrative and support service activities,976
2018,2018 Q3,Visa,Temporary Worker (Previously Tier 5),Public administration and defence; compulsory social security,12
2018,2018 Q3,Visa,Temporary Worker (Previously Tier 5),Education,"1,451"
2018,2018 Q3,Visa,Temporary Worker (Previously Tier 5),Human Health and Social Work Activities,452
2018,2018 Q3,Visa,Temporary Worker (Previously Tier 5),"Arts, Entertainment and Recreation","9,306"
2018,2018 Q3,Visa,Temporary Worker (Previously Tier 5),Other Service Activities,666
2018,2018 Q3,Visa,Temporary Worker (Previously Tier 5),Activities of households as employers; production activities of household for own use,16
2018,2018 Q3,Visa,Temporary Worker (Previously Tier 5),Activities of extraterritorial organisations and bodies,108
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),"Agriculture, Forestry and Fishing",1
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Mining and Quarrying,50
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Manufacturing,396
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),"Electricity, gas, steam and air conditioning supply",30
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),"Water supply; sewerage, waste management and remediation activities",4
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Construction,119
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Wholesale and retail trade; repair of motor vehicles and motorcycles,194
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Transportation and Storage,67
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Accommodation and Food Service Activities,73
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Information and Communications,"2,159"
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Financial and Insurance Activities,"1,517"
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Real estate activities,35
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),"Professional, Scientific and Technical Activities","1,948"
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Administrative and support service activities,118
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Public administration and defence; compulsory social security,36
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Education,"1,428"
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Human Health and Social Work Activities,"2,811"
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),"Arts, Entertainment and Recreation",162
2018,2018 Q3,Extensions of stay,Worker (Previously Tier 2),Other Service Activities,133
2018,2018 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Information and Communications,4
2018,2018 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),"Professional, Scientific and Technical Activities",15
2018,2018 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Administrative and support service activities,46
2018,2018 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Public administration and defence; compulsory social security,2
2018,2018 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Education,64
2018,2018 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Human Health and Social Work Activities,20
2018,2018 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),"Arts, Entertainment and Recreation",40
2018,2018 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Other Service Activities,12
2018,2018 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Activities of households as employers; production activities of household for own use,3
2018,2018 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Activities of extraterritorial organisations and bodies,16
2018,2018 Q4,Visa,Worker (Previously Tier 2),"Agriculture, Forestry and Fishing",5
2018,2018 Q4,Visa,Worker (Previously Tier 2),Mining and Quarrying,129
2018,2018 Q4,Visa,Worker (Previously Tier 2),Manufacturing,510
2018,2018 Q4,Visa,Worker (Previously Tier 2),"Electricity, gas, steam and air conditioning supply",44
2018,2018 Q4,Visa,Worker (Previously Tier 2),"Water supply; sewerage, waste management and remediation activities",7
2018,2018 Q4,Visa,Worker (Previously Tier 2),Construction,110
2018,2018 Q4,Visa,Worker (Previously Tier 2),Wholesale and retail trade; repair of motor vehicles and motorcycles,200
2018,2018 Q4,Visa,Worker (Previously Tier 2),Transportation and Storage,98
2018,2018 Q4,Visa,Worker (Previously Tier 2),Accommodation and Food Service Activities,60
2018,2018 Q4,Visa,Worker (Previously Tier 2),Information and Communications,"4,720"
2018,2018 Q4,Visa,Worker (Previously Tier 2),Financial and Insurance Activities,"1,600"
2018,2018 Q4,Visa,Worker (Previously Tier 2),Real estate activities,39
2018,2018 Q4,Visa,Worker (Previously Tier 2),"Professional, Scientific and Technical Activities","2,441"
2018,2018 Q4,Visa,Worker (Previously Tier 2),Administrative and support service activities,131
2018,2018 Q4,Visa,Worker (Previously Tier 2),Public administration and defence; compulsory social security,40
2018,2018 Q4,Visa,Worker (Previously Tier 2),Education,893
2018,2018 Q4,Visa,Worker (Previously Tier 2),Human Health and Social Work Activities,"3,009"
2018,2018 Q4,Visa,Worker (Previously Tier 2),"Arts, Entertainment and Recreation",229
2018,2018 Q4,Visa,Worker (Previously Tier 2),Other Service Activities,183
2018,2018 Q4,Visa,Worker (Previously Tier 2),Activities of households as employers; production activities of household for own use,1
2018,2018 Q4,Visa,Worker (Previously Tier 2),Activities of extraterritorial organisations and bodies,2
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),"Agriculture, Forestry and Fishing",2
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Manufacturing,25
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Wholesale and retail trade; repair of motor vehicles and motorcycles,65
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Transportation and Storage,1
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Accommodation and Food Service Activities,72
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Information and Communications,177
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Financial and Insurance Activities,1
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),"Professional, Scientific and Technical Activities",81
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Administrative and support service activities,418
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Public administration and defence; compulsory social security,17
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Education,991
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Human Health and Social Work Activities,274
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),"Arts, Entertainment and Recreation","7,583"
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Other Service Activities,484
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Activities of households as employers; production activities of household for own use,3
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Activities of extraterritorial organisations and bodies,63
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),"Agriculture, Forestry and Fishing",3
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Mining and Quarrying,40
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Manufacturing,337
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),"Electricity, gas, steam and air conditioning supply",43
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),"Water supply; sewerage, waste management and remediation activities",6
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Construction,108
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Wholesale and retail trade; repair of motor vehicles and motorcycles,175
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Transportation and Storage,40
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Accommodation and Food Service Activities,55
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Information and Communications,"2,237"
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Financial and Insurance Activities,"1,181"
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Real estate activities,33
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),"Professional, Scientific and Technical Activities","1,997"
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Administrative and support service activities,94
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Public administration and defence; compulsory social security,43
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Education,"1,247"
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Human Health and Social Work Activities,"1,763"
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),"Arts, Entertainment and Recreation",152
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Other Service Activities,144
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Activities of households as employers; production activities of household for own use,1
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Activities of extraterritorial organisations and bodies,1
2018,2018 Q4,Extensions of stay,Temporary Worker (Previously Tier 5),"Professional, Scientific and Technical Activities",13
2018,2018 Q4,Extensions of stay,Temporary Worker (Previously Tier 5),Administrative and support service activities,23
2018,2018 Q4,Extensions of stay,Temporary Worker (Previously Tier 5),Education,82
2018,2018 Q4,Extensions of stay,Temporary Worker (Previously Tier 5),Human Health and Social Work Activities,13
2018,2018 Q4,Extensions of stay,Temporary Worker (Previously Tier 5),"Arts, Entertainment and Recreation",35
2018,2018 Q4,Extensions of stay,Temporary Worker (Previously Tier 5),Other Service Activities,19
2018,2018 Q4,Extensions of stay,Temporary Worker (Previously Tier 5),Activities of households as employers; production activities of household for own use,2
2018,2018 Q4,Extensions of stay,Temporary Worker (Previously Tier 5),Activities of extraterritorial organisations and bodies,16
2019,2019 Q1,Visa,Worker (Previously Tier 2),"Agriculture, Forestry and Fishing",8
2019,2019 Q1,Visa,Worker (Previously Tier 2),Mining and Quarrying,166
2019,2019 Q1,Visa,Worker (Previously Tier 2),Manufacturing,646
2019,2019 Q1,Visa,Worker (Previously Tier 2),"Electricity, gas, steam and air conditioning supply",41
2019,2019 Q1,Visa,Worker (Previously Tier 2),"Water supply; sewerage, waste management and remediation activities",13
2019,2019 Q1,Visa,Worker (Previously Tier 2),Construction,87
